"","FIPS","pc_turnout","pc_college","pc_homeownership","pc_income"
"1","01001",0.516046272973225,0.483533911745499,0.37951301427372,8.68845041515067
"2","01003",0.521597556937341,0.50553736340557,0.391570697965341,8.61315721696898
"3","01005",0.539498921122033,0.379585231359386,0.36256293454807,6.7424478542316
"4","01007",0.52778299230336,0.336024028533884,0.369250985545335,7.17082785808147
"5","01009",0.496449473273508,0.389153335934452,0.402184939523995,7.41556769410847
"6","01011",0.797425378412788,0.34149101711699,0.354647050502193,5.93733201301457
"7","01013",0.563729452977634,0.382646187011587,0.358057127458906,6.70964699541902
"8","01015",0.414835132769186,0.432716661803327,0.321237233732127,7.8223869273417
"9","01017",0.435175364810006,0.383717953406722,0.369454705043338,7.41165929122627
"10","01019",0.480483618180461,0.36234047316964,0.378013284573476,7.61094111500858
"11","01021",0.536258293617419,0.38566489113167,0.401270909260817,7.37052611905429
"12","01023",0.596554850407978,0.372801450589302,0.405621033544878,7.10961015412511
"13","01025",0.58542879103986,0.40902602393763,0.386021741517514,7.66695948171736
"14","01027",0.602853246617015,0.393580195111717,0.378055176754432,6.58197839085283
"15","01029",0.511990950226244,0.322058823529412,0.389027149321267,7.14242081447964
"16","01031",0.495635126137457,0.474957460975068,0.362469482873419,8.12310423910631
"17","01033",0.517238705675592,0.465212447017471,0.38044040111651,8.81502636203866
"18","01035",0.568263307897398,0.352946584536177,0.396524777052496,6.57736508228372
"19","01037",0.531842304776346,0.362143037654789,0.389941875157948,7.06141015921152
"20","01039",0.506608093518484,0.377685119690257,0.393767916309892,7.11455269721902
"21","01041",0.527234426722841,0.319691042230916,0.364530043133715,6.1413381482596
"22","01043",0.508877905912502,0.392321069009702,0.386829580816401,7.67845048508146
"23","01045",0.379642490488556,0.487771000664291,0.273235098737847,7.67174950178151
"24","01047",0.511629873974457,0.435027770729369,0.295215540330993,7.08303025176915
"25","01049",0.492503096260771,0.359218951751034,0.395530844027511,7.48544098658726
"26","01051",0.502930172499421,0.478694169453366,0.367049630831374,8.24901499851008
"27","01053",0.45448717948718,0.421606334841629,0.361689291101056,7.29664404223228
"28","01055",0.514269390864325,0.460973420028838,0.370337622765732,8.55841064287075
"29","01057",0.509531672170519,0.367607325127589,0.381717202041429,7.48183728610027
"30","01059",0.529050334250885,0.380554463232403,0.389353126228864,7.60032441997641
"31","01061",0.564493433395872,0.390302532833021,0.388426360225141,7.94166275797373
"32","01063",0.639785704215424,0.326660087410123,0.335260115606936,5.48794586211758
"33","01065",0.583089526038619,0.313731226838307,0.348546908523503,5.68373317729666
"34","01067",0.554152134979734,0.373456499198793,0.379583372608163,7.0387406918654
"35","01069",0.451486302700602,0.484476394015932,0.353506897221683,8.83635127258597
"36","01071",0.399106415264001,0.397111304689915,0.370921965886419,7.87565684098126
"37","01073",0.532414217571934,0.5323731856183,0.323536954403242,9.73809919474791
"38","01075",0.534982271036928,0.363919398080083,0.371183948802214,7.25391334428781
"39","01077",0.473404347750534,0.464211861608772,0.364693207291431,8.79404660538342
"40","01079",0.435618895754435,0.35688658560893,0.387931034482759,7.22229419972095
"41","01081",0.385135845749343,0.391744084136722,0.278317265556529,7.53872042068361
"42","01083",0.422101677810016,0.416204112526807,0.357039233001135,8.09455027122493
"43","01085",0.666041744781902,0.335333083364579,0.342457192850894,5.49593800774903
"44","01087",0.4635460693153,0.399883770076078,0.287404902789518,5.73489010989011
"45","01089",0.467938530572914,0.554821265487808,0.322160778363452,9.98561782239449
"46","01091",0.584250635055038,0.400931414055885,0.358836337244466,7.17902503931293
"47","01093",0.50557935872687,0.356749376147653,0.383492631479825,7.30411036301144
"48","01095",0.426565944060434,0.419097348541591,0.376725373964776,7.63804061717563
"49","01097",0.467436991577568,0.494925764331719,0.327136373080181,8.8181186172508
"50","01099",0.612765957446809,0.421141506247889,0.377980412022965,7.51664978047957
"51","01101",0.484264181169446,0.53549843442802,0.313675089201194,9.43940144178257
"52","01103",0.466656038262256,0.49929055400558,0.369039457951375,9.09575129533679
"53","01105",0.660054650339035,0.343082683938873,0.315858718753163,5.41169922072665
"54","01107",0.563692731656907,0.365828453324147,0.365346193592835,6.58711677574922
"55","01109",0.493894903356567,0.350042018883781,0.311532947748282,6.24395669583272
"56","01111",0.504014209591474,0.346856127886323,0.384582593250444,6.22145648312611
"57","01113",0.412945063012358,0.35103389208369,0.314266487213997,6.99938822953628
"58","01115",0.483070935786308,0.417512825048647,0.405448434459579,8.18850168052362
"59","01117",0.509883415147265,0.515055224403927,0.379382889200561,10.0118338008415
"60","01119",0.648909320353344,0.35794122949342,0.322065981611682,6.6800072111051
"61","01121",0.415345299420476,0.400897456535737,0.348277527366388,7.3995291371539
"62","01123",0.503237024157449,0.410343679479117,0.362065776330879,7.61666235063446
"63","01125",0.406200746164435,0.441414121261696,0.286724657342936,7.79864533248209
"64","01127",0.473944276045343,0.381015654195906,0.389320267408545,7.87439272515883
"65","01129",0.606462834126694,0.381545221530575,0.411937019406811,7.04934090076895
"66","01131",0.790614111498258,0.34309668989547,0.342225609756098,5.82229965156794
"67","01133",0.549970663015842,0.362018384510072,0.395853706238999,7.46939174652846
"68","04001",0.367805318336458,0.381205304450462,0.287509546622231,6.03822120391585
"69","04003",0.383262469477315,0.565049604699213,0.328825367552892,8.39550569472192
"70","04005",0.521393886323834,0.509811335774558,0.26596083426206,8.4057076898583
"71","04007",0.529416413133668,0.528073017503655,0.392034454146746,8.07412382946778
"72","04009",0.542783118565487,0.486466216676894,0.332037908229358,7.20604077180064
"73","04011",0.534180790960452,0.564689265536723,0.223305084745763,10.5795197740113
"74","04013",0.448621332168547,0.609006080108517,0.344713033253531,10.7321591480845
"75","04015",0.485569007263922,0.606585956416465,0.393559322033898,9.0263196125908
"76","04017",0.4303668391669,0.475131924439799,0.335355749866164,7.73232722359599
"77","04019",0.480972657194135,0.595823241127859,0.331579732280144,9.76622852352962
"78","04021",0.381785649797272,0.451468343209836,0.328600272492982,7.92933239219291
"79","04023",0.409603436373399,0.451791056224592,0.296694024698934,8.54797882948531
"80","04025",0.561398753049607,0.651124966115478,0.381346086821826,8.51053324555629
"81","04027",0.341963968043471,0.491881489148365,0.332115017627842,7.1258045735356
"82","05001",0.462657164378006,0.413001912045889,0.339822701199374,8.47992351816444
"83","05003",0.489316478353283,0.44087705559906,0.392941044859604,7.72329119588321
"84","05005",0.706911840201615,0.523218369347085,0.441872403976292,7.31562981285294
"85","05007",0.518602029312289,0.524626550169109,0.383525930101466,8.39384864712514
"86","05009",0.635140815468684,0.511717108028583,0.401429171920975,7.44262295081967
"87","05011",0.494438827098079,0.399393326592518,0.392315470171891,6.36835187057634
"88","05013",0.546532846715328,0.388914233576642,0.395529197080292,5.90282846715328
"89","05015",0.634534855078414,0.504557024386239,0.423187453813942,6.96863453485508
"90","05017",0.50117136659436,0.342472885032538,0.362776572668113,6.31592190889371
"91","05019",0.522610483042138,0.41292680141601,0.324426173347037,7.38643371017472
"92","05021",0.487431839340338,0.331360553265062,0.392804894267855,6.57221705013965
"93","05023",0.666055484693878,0.435108418367347,0.420121173469388,6.86527423469388
"94","05025",0.553484162895928,0.393665158371041,0.412307692307692,6.88253393665158
"95","05027",0.519493380590014,0.425258000625456,0.357865109976024,7.67408527050975
"96","05029",0.680263547527391,0.430041456914421,0.38777021024578,7.35119928931004
"97","05031",0.468440931816693,0.416806759382573,0.329934720433159,8.06176451324149
"98","05033",0.510891951837769,0.442886565272497,0.385416666666667,7.54847908745247
"99","05035",0.43778305621536,0.37396674584323,0.299604117181314,7.74739509105305
"100","05037",0.484296904140246,0.360462513987318,0.341961954494592,7.8656471465871
"101","05039",0.610819539765846,0.445700444085587,0.396312743910645,7.84914547167272
"102","05041",0.466790381195392,0.37957163844429,0.337044769195082,7.73563751643084
"103","05043",0.493378011807883,0.407691080261688,0.361337162916866,7.54898675602362
"104","05045",0.510388329197931,0.452901258557293,0.335415981585005,7.69704941556306
"105","05047",0.616521155137676,0.433176628609805,0.385205794876715,6.60827017173558
"106","05049",0.579420171498571,0.430651966789166,0.42697699741391,5.80005444399074
"107","05051",0.558600725577548,0.520855655181488,0.362243651196451,8.42809075358559
"108","05053",0.57978021978022,0.453956043956044,0.403516483516484,8.11065934065934
"109","05055",0.494458380843786,0.378335233751425,0.37254275940707,7.21167616875713
"110","05057",0.517793914661225,0.481665966512633,0.385044709836164,7.22678989377663
"111","05059",0.56719626658277,0.461486025903204,0.400660689004247,7.68244979287924
"112","05061",0.532548112314649,0.412451361867704,0.382795246608476,7.47334104532548
"113","05063",0.516888909538633,0.422385355201412,0.380987780513869,7.13232356084189
"114","05065",0.633546364403714,0.4618352827686,0.425057277221753,6.21174484505004
"115","05067",0.53045818563739,0.350991203886044,0.348824996717868,7.38440330838913
"116","05069",0.481221070839406,0.463331037685987,0.33063728238064,7.95637202299918
"117","05071",0.606224198158145,0.404731660844713,0.384010797078438,7.09868212130835
"118","05073",0.541206822416511,0.354593664898954,0.38970904400172,6.38512254550666
"119","05075",0.522826250187716,0.346223156630125,0.394728938279021,6.39510437002553
"120","05077",0.495578818985669,0.267303587762984,0.315580851712572,5.4439475556459
"121","05079",0.40324777370351,0.340178103719225,0.304243059193295,5.82242011524358
"122","05081",0.536179295624333,0.439594450373533,0.400640341515475,8.52155816435432
"123","05083",0.629715981348029,0.399886957750459,0.39706090151194,6.55242334322453
"124","05085",0.500604960677556,0.448362285022902,0.370063088756374,8.10521994641777
"125","05087",0.717094752365737,0.41624677399533,0.412068329851297,6.12326410224899
"126","05089",0.643440653531956,0.503483901970207,0.436809226333494,6.72633349351273
"127","05091",0.496579554189085,0.46272098385857,0.366679477325135,7.87832436587241
"128","05093",0.416083738848337,0.374138280616383,0.271796431467964,7.22693633414436
"129","05095",0.510843118586692,0.337459007722416,0.319792658415318,6.38009097640961
"130","05097",0.624157594608606,0.415586659754622,0.41040262657681,6.10730948678072
"131","05099",0.567557203119008,0.411606800460181,0.393966509011888,7.05854531509651
"132","05101",0.74699018336729,0.389887016114095,0.413409890720504,5.1055751065012
"133","05103",0.557748538011696,0.444033260233918,0.386650219298246,7.44407894736842
"134","05105",0.633651551312649,0.443914081145585,0.422832140015911,6.90910898965792
"135","05107",0.5041157847128,0.346268656716418,0.275667118950701,6.56910900045228
"136","05109",0.550006712310377,0.411061887501678,0.412404349577124,7.19385152369446
"137","05111",0.492938839069967,0.33233098856253,0.322182247758149,7.45798206518821
"138","05113",0.560953555281545,0.436333744348541,0.406247431154953,7.32289354706124
"139","05115",0.512146841821126,0.458124887529242,0.354363865394997,7.81662767680403
"140","05117",0.547434996486297,0.362895291637386,0.366408995080815,6.98327477160928
"141","05119",0.469574943141421,0.582764054567604,0.322973360664258,10.101434873539
"142","05121",0.500675561560547,0.363029893599054,0.390643472386421,6.88169228170917
"143","05123",0.535378803348989,0.371707167653666,0.299775372677149,6.90004084133143
"144","05125",0.532935437276865,0.508434851334042,0.388193933447797,9.29466110702314
"145","05127",0.66637856525497,0.368337654854509,0.409680207433016,6.10227600115241
"146","05129",0.654309400907242,0.363991866103551,0.412638823713437,5.21022993899578
"147","05131",0.542346210973691,0.535875527581288,0.347622759158223,9.564920072354
"148","05133",0.556151355726427,0.453561311210036,0.415216511533792,7.39417239983812
"149","05135",0.586954532979599,0.477357972738084,0.426950873662062,6.40353124142347
"150","05137",0.612952968388589,0.367463377023901,0.408481110254433,5.617733230532
"151","05139",0.491700766526425,0.493170422454037,0.379459397152902,8.22753731773385
"152","05141",0.642368555385401,0.467585502807555,0.431342521694742,6.50464522715671
"153","05143",0.474462527627085,0.467470363672895,0.316857544705646,7.87744960150023
"154","05145",0.475083694638055,0.383266560561989,0.353548103836233,6.7794852093738
"155","05147",0.493820667893768,0.326584275571917,0.332632132526952,6.74559558243492
"156","05149",0.578785175573757,0.420322763766118,0.375963020030817,6.62898386181169
"157","06001",0.504421358282815,0.622015839828581,0.273141018440343,11.398082890352
"158","06003",0.564259485924113,0.643818849449204,0.291309669522644,10.297429620563
"159","06005",0.651792936101375,0.66574548395794,0.376718792127258,9.09719600970612
"160","06007",0.596864319427114,0.565001175428127,0.328459827483318,8.72486844246731
"161","06009",0.657431697485444,0.67854629214921,0.382494081515132,9.47712585578092
"162","06011",0.551142005958292,0.548273198720071,0.32406487917908,10.2745227849498
"163","06013",0.604885447366373,0.688106762928323,0.346802812960824,13.5595713663644
"164","06015",0.537337537491348,0.561793432284857,0.349688533415366,8.80796739214028
"165","06017",0.572818280397919,0.693687039336173,0.344124719083466,10.7455485533781
"166","06019",0.446848393393601,0.509838993257929,0.291119017623524,9.92722163000291
"167","06021",0.553248136315229,0.531416400425985,0.348575612353568,9.28521033013845
"168","06023",0.600115804905693,0.602555099727735,0.309815081741016,9.21187369873477
"169","06025",0.36038879703392,0.408587604589408,0.283798453496334,8.88379511331563
"170","06027",0.604807112718505,0.650693188667872,0.353902953586498,9.4207353827607
"171","06029",0.438294069512038,0.502171353919922,0.307366811662862,10.1123792296539
"172","06031",0.385962420356317,0.4586055760724,0.279737023659754,8.74256320766203
"173","06033",0.587421960424676,0.601707170822899,0.400938238510105,8.07079115375119
"174","06035",0.523599667880181,0.587724340550552,0.32796832087884,8.86248962125567
"175","06037",0.44805153670944,0.568185795088883,0.242993895760634,11.3993874645052
"176","06039",0.46330780221582,0.507132316773242,0.3281099946127,9.40390696367086
"177","06041",0.628942227992789,0.780359720153255,0.308341496496119,15.9109510036343
"178","06043",0.658370509509274,0.625733740314628,0.333646395867575,8.70591688189716
"179","06045",0.588993927252238,0.660218285022642,0.335900164861537,9.48306517247856
"180","06047",0.407993118507245,0.474414962835528,0.283530735128697,9.29959857958932
"181","06049",0.649245252394092,0.643239733809447,0.36812205810745,9.17172536925824
"182","06051",0.524371551195586,0.674279583077866,0.267627222562845,11.2930717351318
"183","06053",0.417028228228228,0.550361561561562,0.244055255255255,10.4594738738739
"184","06055",0.587008104937613,0.634304681667911,0.318518716007252,11.0761837474672
"185","06057",0.679843636740188,0.729807393600497,0.387024955990473,10.0059801180491
"186","06059",0.554473993352384,0.645875514614592,0.294998084741824,13.141908194107
"187","06061",0.605261919329788,0.657622252553302,0.361898150327105,11.2669553348708
"188","06063",0.644577837453598,0.68004107100545,0.351157096595845,9.39104336150383
"189","06065",0.508076070021845,0.57890406038152,0.347139438037517,10.3561218991609
"190","06067",0.562006137891448,0.632474993937131,0.315811787612905,10.8658457222316
"191","06069",0.454420467451731,0.467093071911053,0.275031382628968,9.27915595672186
"192","06071",0.463751882213819,0.573642765818197,0.337633555171868,10.1542143187466
"193","06073",0.517169708823035,0.603930503061395,0.266386414579265,10.6918268304701
"194","06075",0.451715351116628,0.630461107860937,0.179218760835972,11.1861804563956
"195","06077",0.474582121797891,0.513405402771235,0.305164795893504,9.89648884845925
"196","06079",0.57207388818036,0.584786275558481,0.287999341753404,9.01391368741515
"197","06081",0.532061429520595,0.689470116874836,0.299524652519208,13.967124772025
"198","06083",0.570400799476449,0.617423103454375,0.255881104409502,11.0946371402798
"199","06085",0.509127412336176,0.639503769333645,0.291984335624926,13.1566298752379
"200","06087",0.600204255795408,0.63559227185607,0.298570209432141,10.7877278641279
"201","06089",0.574930888985887,0.637749163392987,0.351096076434357,9.51947233134488
"202","06091",0.739560912613,0.689195006457167,0.359018510546707,9.41885492897116
"203","06093",0.582292572621325,0.652635240911463,0.362915289615585,9.03284049399896
"204","06095",0.493141641604929,0.617967431966552,0.310832783197633,10.6490928873567
"205","06097",0.569341383393136,0.658973617375114,0.328666588335246,10.9521786679441
"206","06099",0.451070533016138,0.50707259049701,0.316632375318802,10.1068121905742
"207","06101",0.503404497734856,0.554512654965684,0.31077231912758,10.0741936358951
"208","06103",0.551385866657154,0.595869154211108,0.371348054079121,8.51339492740698
"209","06105",0.653393025447691,0.662700282752121,0.367342130065975,8.79429783223374
"210","06107",0.42790444840395,0.454250596442485,0.308766949536436,8.96183372089512
"211","06109",0.632078070278991,0.663754771180105,0.35808444496911,9.00499744225396
"212","06111",0.523522110674194,0.62000230662771,0.310282616814218,11.6466301267547
"213","06113",0.581686645439221,0.528434631953549,0.261214646937629,9.65797668102641
"214","06115",0.409786554377813,0.501582692028459,0.276579062000871,7.99973863801365
"215","08001",0.50702889124909,0.574262801770946,0.348186689260952,10.6525710944306
"216","08003",0.583091787439614,0.515579710144928,0.314371980676328,8.11400966183575
"217","08005",0.623620389726198,0.738301635797506,0.367754761939568,14.5759205929218
"218","08007",0.767987065481002,0.628132578819725,0.371867421180275,8.2194826192401
"219","08009",0.6995841995842,0.532484407484408,0.417099792099792,7.8960498960499
"220","08011",0.555820610687023,0.533396946564885,0.335162213740458,8.24093511450382
"221","08013",0.611521200160134,0.650739916140496,0.297989197996924,11.4629199120669
"222","08015",0.576207005364468,0.596087093720417,0.370253497422951,8.68717786893868
"223","08017",0.814060446780552,0.61957950065703,0.4053876478318,8.01051248357424
"224","08019",0.60094696969697,0.737689393939394,0.36780303030303,13.0007575757576
"225","08021",0.657846529615306,0.428048035823326,0.383472420109913,5.21127620598412
"226","08023",0.754528122020972,0.388465204957102,0.375595805529075,5.38655862726406
"227","08025",0.668633681343622,0.4911484339537,0.398547435315479,6.34089877439855
"228","08027",0.931734317343173,0.683579335793358,0.377306273062731,7.51476014760148
"229","08029",0.602166677543562,0.595314233505188,0.400965868302552,7.64478235332507
"230","08031",0.549186344000336,0.606386046219016,0.278643102797467,11.0462504718366
"231","08033",0.71729587357331,0.539947322212467,0.410886742756804,7.83318700614574
"232","08035",0.705481535560017,0.782137859706759,0.411206424530024,16.1014783719657
